_id,name_en,name_kn
278,GROUND NUT OIL 5LTR,ಕಡಲೆಕಾಯಿ ಹೆಣ್ಣೆ 5 ಲಿಟೆರ್ಸ್
279,SAFAL DEEP 500ML,ಸಫಾಲ್ ಡೀಪ್ 500 ಮಿಲಿ
280,TAMRIND PEAST 400GM,ಹುಣಸೆ ಹಣ್ಣು ಪೇಸ್ಟ್ 454ಗ್ರಾಂ
281,SUN SAFAL 1 TIN 15LTS,ಸನ್ ಸಫಾಲ್ 1 ಟಿನ್ 15 ಲಿಟೆರ್ಸ್
282,SUN GOLD 5LTS,ಸನ್ ಗೋಲ್ಡ್ 5 ಲಿಟೆರ್ಸ್
283,Tharaguni kai,ತರಗುಣಿ ಕಾಯಿ
284,APPLE NEWZEALAND,ಸೇಬು ನ್ಯೂಜಿಲ್ಯಾಂಡ್
285,COCONUT OIL 500ML,ಕೊಬ್ಬರಿ ಹೆಣ್ಣೆ 500 ಮಿಲಿ
286,SWAGATH JAM 1KG,ಸ್ವಾಗತ್ ಜಾಮ್ 1 ಕೆಜಿ
287,JAM 500GM,ಜಾಮ್ 500 ಗ್ರಾಮ್
288,PEPAR 200GM,ಪೇಪರ್ 200 ಗ್ರಾಮ್
289,PEPAR 100GM,ಪೇಪರ್ 100 ಗ್ರಾಮ್
290,PROCEED FAND 290,ಪ್ರೋಸಿಡ್ ಫಂಡ್ 290
291,CHOCOLATES DRINK -1,ಚಾಕಲೇಟ್ಸ ಡ್ರಿಂಕ್ಸ್ -1
292,CARRY BAG,ಕ್ಯಾರಿ ಬ್ಯಾಗ್
293,COPRA,ಒಣಕೊಬ್ಬರಿ
298,Gulkan 1 KG,ಗುಲ್ಕನ್
299,CARREY BAG BIG,ಚೆರಿ ಬ್ಯಾಗ್ ದೊಡ್ಡದು
300,Gulkan 500 GMS,ಗುಲ್ಕನ್ 500 ಗ್ರಾಮ್ಸ್
301,BRAZIL RED LETIES,ಬ್ರೇಜಿಲ್ ರೆಡ್ ಲೆಟಿಸ್
302,CUCUMBER WHITE,ಸೌತೆಕಾಯಿ ಬಿಳಿ
303,BANANA LEAVES,ಬಾಳೆಎಲೆಗಳು
304,SWEET CORN SEED BOIL,ಸಿಹಿಯಾದ ಬಿಸಿ ಜೋಳದ ಬೀಜ
305,BALE HOOVU,ಬಾಳೆ ಹೂವು
306,LETTEUS,ಐಸ್‍ಬರ್ಗ್‍ಲೆಟ್ಯೂಸ್
307,ONION FLOWER,ಇರುಳ್ಳಿ ಹೂವು
308,BERRY CHINA,ಬೆರಿ ಚೀನಾ
309,SUGAR BANANA,ಸಕ್ಕರೆ ಬಾಳೆಹಣ್ಣು
310,CORN MIZE PACK,ಜೋಳದ ಪ್ಯಾಕ್
311,BYALADHA HANNU,ಬ್ಯಾಲದ ಹಣ್ಣು
312,Apple premium,ಆಪಲ್ ಪ್ರೀಮಿಯಂ
313,Onion white,ಈರುಳ್ಳಿ ಬಿಳಿದು
314,Chikadikai Round,ಚಿಕದಿಕೈ ರೌಂಡ್
315,APPLE KINNOR,ಸೇಬು ಕಿನೂರ್
316,SOUTH AFRICA GALA APPLE,ಸೌತ್ ಆಫ್ರಿಕಾ ಗಾಲ ಆಪಲ್
317,Selari,ಸೆಲರಿ
318,Leeks,ಲೀಕ್ಸ್
319,Parsle,ಪರ್ಸ್ಲೆ
320,Litchi Punjab,ಲಿತ್ಚಿ ಪಂಜಾಬ್
321,On Juice Pine Apple 1Lts,ಆನ್ ಅನಾನಾಸ್ ಜ್ಯೂಸು 1 ಲಿಟೆರ್ಸ್
322,Pineapple Juice,ಅನಾನಾಸ್ ಜ್ಯೂಸು
323,On Juice Cherry Berry 1Lts,ಆನ್ ಜ್ಯೂಸು ಚೆರ್ರಿ ಬೆರಿ 1 ಲಿ
324,Iran Dates,ಇರಾನ್ ಡೇಟ್ಸ್
325,Orange Juice,ಕಿತ್ತಳೆ ಜ್ಯೂಸು
326,Chikkadikai Cleaned,ಸ್ವಚ್ಛವಾದ ಚಿಕ್ಕದಿಕಾಯಿ
327,Grapes Tash ganesh,ಗ್ರೇಪ್ಸ್ ತಾಶ್ ಗಣೇಶ್
328,Rose berry,ಟೈಮ್ಸ್ ರೋಜ್ ಬೆರಿ
329,Washington Gala Apple,ವಾಷಿಂಗ್ಟನ್ ಗಾಲ ಆಪಲ್
330,Green chillies small cleaned,ಸ್ವಚ್ಛವಾದ ಹಸಿರು ಮೆಣಸಿನಕಾಯಿ ಚಿಕ್ಕದು
331,MANGO Alfhans Box,ಮ್ಯಾಂಗೋ ಆಲ್ಪನ್ಸ್ ಬಾಕ್ಸ್
332,Swagath 879 ml,ಸ್ವಾಗತ್ 879 ಮಿಲಿ
333,Sweet melon Laknow,ಸ್ವೀಟ್ ಕಲ್ಲಂಗಡಿ ಲಕ್ನೌ
334,Netrich 5 Lts,ನೆಟ್ರಿಚ್ 5 ಲಿಟೆರ್ಸ್
335,Newzealand royal gala apple,ನ್ಯೂಜಿಲೆಂಡ್ ಗಾಲಾ ಸೇಬು
336,KADAPA WATER MELON,ಕಡಪ ಕಲ್ಲಂಗಡಿ ಹಣ್ಣು
337,KADAPA WATER MELON,ಪನೀರ್ ಹಣ್ಣು
338,PANNEER WHITE,ಪನೀರ್ ಬಿಳಿ
339,NISARGA PICKLES 200GMS,ನಿಸರ್ಗ ಉಪ್ಪಿನಕಾಯಿ 500 ಗ್ರಾಮ್ಸ್
340,PICKELS 200 GM,ಉಪ್ಪಿನಕಾಯ 200 ಗ್ರಾಮ್ಸ್
341,PICKLES 500 Gram,ಉಪ್ಪಿನಕಾಯಿ 500 ಗ್ರಾಂ
342,NISARGA PICKLES 5KG,ನಿಸರ್ಗ ಉಪ್ಪಿನಕಾಯಿ 5 ಕೆ ಜಿ
343,PICKLES 1KG,ಉಪ್ಪಿನಕಾಯಿ 1 ಕೆ ಜಿ
344,Paper Boat 250ML,ಕಿತ್ತಳೆ ಜ್ಯೂಸು 1 ಲಿಟೆರ್ಸ್
345,On Juice Orange 1Lts,ಜ್ಯೂಸು ಕಿತ್ತಳೆ 1 ಲಿಟೆರ್ಸ್
346,Bnatrual Pomegranate 200ML,ಭ್ನತ್ರುಅಲ್ ಪೋಮೆಗ್ರನತೆ 200 ಮಿಲಿ
347,PAPER BOAT POMEGRANATE,ಆಶ್ಗುಅರ್ದ್ ಜ್ಯೂಸು 200 ಮಿಲಿ
348,MANGO NATI,ಚಿಲ್ಲೆಸ್ ಆಪಲ್
349,MANGAO ROMANIYA,ಮಂಗೋ ರೊಮಾನಿಯ
350,MANGO ROMANIA Raw,MANGO ROMANIA Raw
351,Romaton,ಕಿತ್ತಳೆ ಟರ್ಕಿ
352,Thothapuri Red,ತೋತಾಪುರಿ ಕೆಂಪು
353,Egg Fruit,ಕಾರ್ಜುರ ಲೈನ
354,Tendor Coconut(Bottle,Tendor Coconut(Bottle
355,Neelam Periculam,ನೀಲಂ (ಪೆರಿಕುಲಂ) ಮಾವು
356,Dates Fruit,ಡೇಟ್ಸ್ ಹಣ್ಣು
357,Naspathi berry,ನಾಸ್ಪತಿ ಬೇರಿ
358,Orange Kino,ಕಿತ್ತಳೆ ಕೀನೊ
359,South Africa chakotha,ಸೌತ್ ಅಫ್ರಿಕಾ ಚಕೋತ
360,Fashion Fruit,ಫ್ಯಾಷನ್ ಹಣ್ಣು
361,BABYCORN CLEANED BOX,ಬೇಬಿಕಾರನ್ (ಬಿಡಿಸಿದ್ದು ಬಾಕ್ಸ್)
362,MANGO LANGADA,ಮಾವು ಲಂಗಡ
363,Mosambi Medium,ಮೂಸಂಬಿ ಮಧ್ಯಮ
364,APPLE ITALY VARIETY,ಸೇಬು ಸಿಮ್ಲಾ ಟೈಡ್ ಮ್ಯಾನ್
365,Misery Apple,ಮಿಸ್ರೆ ಆಪಲ್
366,Onion,ಈರುಳ್ಳಿ
367,Tomato Nati,ಟಮೋಟೊ ನಾಟಿ
368,ONION BIG,ಈರುಳ್ಳಿ ದಪ್ಪ
369,Chaina Delicious,ಚೈನಾ ರುಚಿಕರವಾದ
370,APPLE ITALY,ಆಪಲ್ ಇಟಲಿ
371,Grapes sonaka super Box,ದ್ರಾಕ್ಷಿ ಸೋನಾಕ ಸೂಪರ್ ಬಾಕ್ಸ್
372,Green Apple,ಗ್ರೀನ್ ಸೇಬು
373,Chakadikai Round,ಚಕದಿಕೈ ರೌಂಡ್
374,CHAINA VARIETY APPLE,ಚೈನಾ ವೆರೈಟಿ ಆಪಲ್
375,POTATO AGHERA,ಆಲೂಗಡ್ಡೆ ಅಗ್ಹೆರ
376,Yellenne,ಎಳ್ಳೆಣ್ಣೆ
377,DRY ANJURA 100 gram,ಒಣಗಿದ ಅಂಜೂರ 100 ಗ್ರಾಂ
378,Premium 1Ltr,ಪ್ರೀಮಿಯಂ 1 ಲೀ
379,Orange Polo,ಆರೆಂಜ್ ಪೊಲೂ
380,DATES(Bunch),ಖಜೂರ(ಗೋಂಚಲು)
381,NATI CORIONDER,ನಾಟಿ ಕಾರಿಒಂದೆರ್
382,Peas Local,ಸ್ಥಳೀಯ ಅವರೆಕಾಳು
383,Orange Economey,ಆರೆಂಜ್ ಎಕಾನೋಮೆಯ್
384,On Juice PomeGrante 1Lts,ಆನ್ ಜ್ಯೂಸು ದಾಳಿಂಬೆ 1 Lts
385,SWAGATH JAM 500 GMS,ಸ್ವಾಗತ್ ಜಾಮ್ 500 ಗ್ರಾಮ್ಸ್
386,JALJEERA JUICE,ಅಮೇರಿಕಾ ಸಾಫ್ಟ್ ಬೆರ್ರಿ
387,Sun Lucknow Melon,ಅಸ್ಸಾಂ ಸರಸು
388,Chikkadikai Belt,ಚಿಕ್ಕದಿಕಾಯಿ ಬೆಲ್ಟ್
389,Mango Jelly Taiwan 100ML,ಮ್ಯಾಂಗೋ ಜೆಲ್ಲಿ ತೈವಾನ್ 100 ಮಿಲಿ
390,Tamrind,ಹುಣಸೆ ಹಣ್ಣು
391,Mango Badami,ಮ್ಯಾಂಗೋ ಬಾದಾಮಿ
392,THOTHAPURI,ತೋತಪುರಿ
393,Perimum 5 Litre,ಪ್ರೀಮಿಯಂ 5 ಲಿಟೆರ್ಸ್
394,Mango Malagova (M),ಮ್ಯಾಂಗೋ ಮಲಗೋವ (ಮಧ್ಯಮ)
395,Amatikai,ಅಮಟೆಕಾಯಿ
396,Jammu narale fruit,ಜಂಬುನೇರಳೆ
397,Perimum 5Litre,ಪ್ರೀಮಿಯಂ 5 ಲಿಟೆರ್ಸ್
398,Cherry fruits,ಚರಿ ಪ್ರೊಟ್ಸ್
399,Nisarga Honey 1KG,ನೀಸರ್ಗ ಜೇನುತುಪ್ಪ 1 ಕೆ ಜಿ
400,Nisarga Honey 500GM,ನೀಸರ್ಗ ಜೇನುತುಪ್ಪ 500 ಗ್ರಾಮ್ಸ್
401,Nisarga Honey 200GM,ನೀಸರ್ಗಜೇನುತುಪ್ಪ 200 ಗ್ರಾಮ್ಸ್
402,Nisarga Honey 100GM,ನೀಸರ್ಗ ಜೇನುತುಪ್ಪ 100 ಗ್ರಾಮ್ಸ್
403,Kashmir Nakh Berry,ಕಾಶ್ಮೀರ್ ನಾಕ್ ಬೇರಿ
404,saft berry U.S.A,ಸಾಪ್ಟ್ ಬೇರಿ ಯು.ಸ್.ಎ
405,Kashmir Kabul Varitey,ಕರಿಬೇವು ಬಿಡಿಸಿದ್ಧು
406,Kashmir Gulkan 1KG,ಕಾಶ್ಮೀರ ಗುಲ್ಕನ್ 1 ಕೆ ಜಿ
407,Kashmir Gulkan 500GMS,ಕಾಶ್ಮೀರ ಗುಲ್ಕನ್ 500 ಗ್ರಾಮ್ಸ್
408,Gulkan 250 GMS,ಗುಲ್ಕನ್ 250 ಗ್ರಾಮ್ಸ್
409,TAMRIND PASTE 227GMS,ಹುಣಸೆಹಣ್ಣಿನ ಪೇಸ್ಟ್ 227 ಗ್ರಾಮ್ಸ್
410,BIJI CHILLI UGIN,ಸಾಂಬಾರ್ ಈರುಳ್ಳಿ ಬಿಡಿಸಿದ್ಧು
411,KF 1litre,ಕೆ ಫ್
412,Mixed Juice,ಮಿಕ್ಸ್ ಜ್ಯೂಸು
413,On Juice Guava 1Lts,ಜ್ಯೂಸು ಗುವ 1 ಲಿಟೆರ್ಸ್
414,American Misery Apple,ಅಮೆರಿಕನ್ ಮಿಸ್ರೆ ಆಪಲ್
415,PERIMIUM 15LTRS,ಪ್ರೀಮಿಯಂ 15 ಲಿಟೆರ್ಸ್
416,BANANA(Buda),ಬಾಳೆ (ಬೂದ)
417,Chaina Red Delicious,ಚೈನಾ ರೆಡ್ ರುಚಿಕರವಾದ
418,Uttama bamul,ಉತ್ತಮ ಬಮುಲ್
419,Tin Juice,ಟಿನ್ ಜ್ಯೂಸು
420,THOGARIKAI SEEDS,ಶುದ್ದವಾದ ತೊಗರಿಕಾಯಿ
421,CHAKADIKAI ROUND CLEANED,ಶುದ್ದವಾದ ದುಂಡು ತೊಗರಿಕಾಯಿ
422,CHAINA VARIETY,ಚೈನಾ ವೆರೈಟಿ ಆಪಲ್
423,Shankaranthi mix 250GMS,ಶಂಕ್ರಾಂತಿ ಮಿಕ್ಸ್ 250 ಗ್ರಾಮ್ಸ್
424,Shankaranthi Sweets 100GMS,ಶಂಕ್ರಾಂತಿ ಸ್ವೀಟ್ಸ್ 100 ಗ್ರಾಮ್ಸ್
425,Shankaranthi Mix 500 mg,ಶಂಕ್ರಾಂತಿ ಮಿಕ್ಸ್ 500 ಮಿಲಿ ಗ್ರಾಂ
426,Thailand juice 100ML,ಥೈಲ್ಯಾಂಡ್ ಜ್ಯೂಸು 100 ಮಿಲಿ
427,Jack small,ಹಲಸಿನಕಾಯಿ
428,N Juice J,N ಜ್ಯೂಸು
429,N Juice,N ಜ್ಯೂಸು
430,Raw Jack Cleaned,ಹಸಿ ಜ್ಯಾಕ್ ಸ್ವಚ್ಛಗೊಳಿಸಬಹುದು
431,Amla Nakshratra,ಆಮ್ಲ ನಕ್ಷತ್ರ
432,SOMBAR ONION 100 GRAM BOX,ಸಾಂಬಾರ ಈರುಳ್ಳಿ 100 ಗ್ರಾಂ ಬಾಕ್ಸ್
433,CHAKKOTA,ಚಕೊತ ಹಣ್ಣು
434,Nil,ಇಲ್ಲ
435,Jack fruit packet,ಹಲಸಿನ ಹಣ್ಣಿನ ಪ್ಯಾಕೆಟ್
436,Sun Sweet melon,ಸನ್ ಕರ್ಬೂಜ
437,BEANS RING,ನುಗ್ಗೆಕಾಯಿ
438,AMLA STAR,ಆಮ್ಲ ನಕ್ಷತ್ರ
439,APPLE SIMLA ECONOMY POCKET,ಸಿಮ್ಲ ಆಪಲ್ ಎಕಾನಮಿ ಪಾಕೆಟ್
440,APPLE NEWZILAND,ಆಪಲ್ ನ್ಯೂಜಿಲ್ಯಾಂಡ್
441,ORANGE MALT,ಆರೆಂಜ್ ಮಾಲ್ಟ್
442,DRY GRAPES,ಒಣ ದ್ರಾಕ್ಷಿ
443,CASHEW NUT,ಕ್ಯಶ್ಯು ನಟ್
444,KING FISHER 1 LTR,ಕಿಂಗ್ಫಿಷರ್ 1 ಲಿಟರ್
445,BISLERI 2LTR,ಬಿಸ್ಲೆರಿ 2 ಲೀಟರ್
446,BISLERI 1LTR,ಬಿಸ್ಲೆರಿ 1 ಲೀಟರ್
447,BISLERI 5LTR,ಬಿಸ್ಲೆರಿ 5 ಲೀಟರ್
448,BISLERI 500ML,ಬಿಸ್ಲೆರಿ 500 ಎಮ್ ಎಲ್
449,HONEY NECTOFRESH 1KG,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್
450,HONEY NECTOFRESH 0.5KG,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್ 0.5 ಕೆಜಿ
451,HONEY NECTOFRESH 100 GM,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್ 100 ಗ್ರಾಂ
452,HONEY NECTOFRESH 200GM,ಹನಿ ನೆಕ್ಟೋಫ್ರೆಶ್ 200 ಗ್ರಾಂ
453,HONEY KARNATAKA EPIARIES 250 GM,ಹನಿ ಕರ್ನಾಟಕ ಎಪೈರಿಸ್ 250 ಗ್ರಾಂ
454,HONEY KARNATAKA EPIARIES 500 GM,ಹನಿ ಕರ್ನಾಟಕ ಎಪೈರಿಸ್ 500 ಗ್ರಾಂ
455,HONEY KARNATAKA EPIARIES 1 KG,ಹನಿ ಕರ್ನಾಟಕ ಎಪೈರಿಸ್ 1 ಕೆ ಜಿ
456,PICKLE LIME 200 GM,ಪಿಕಲ್ ಲೈಮ್ 200 ಗ್ರಾಂ
457,PICKLE LIME 500 GM,ಪಿಕಲ್ ಲೈಮ್ 500 ಗ್ರಾಂ
458,PICKLE APTEMADI 1 KG,ಪಿಕಲ್ ಅಪ್ಟೆಮಡಿ 1 ಕೆಜಿ
459,NECTOR FRESH HONEY 1 KG,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 1 ಕೆಜಿ
460,NECTOR FRESH HONEY 500 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 500 ಗ್ರಾಂ
461,NECTOR FRESH HONEY 250 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 250 ಗ್ರಾಂ
462,NECTOR FRESH HONEY 100 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 100 ಗ್ರಾಂ
463,NECTOR FRESH HONEY 50 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಹನಿ 50 ಗ್ರಾಂ
464,NECTOR FRESH FOREST HONEY 500 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಫಾರೆಸ್ಟ್ 500 ಗ್ರಾಂ
465,NECTOR FRESH FOREST HONEY 200 GM,ನೆಕ್ಟರ್ ಫ್ರೆಶ್ ಫಾರೆಸ್ಟ್ 250 ಗ್ರಾಂ
466,WET DATES PACKET,ವೆಟ್ ಡೇಟ್ಸ್ ಪ್ಯಾಕೆಟ್
467,SHAVIGE,ಶಾವಿಗೆ
468,PASTE( GARLIC/ GINGER),ಗಾರ್ಲಿಕ್ / ಜಿಂಜರ್ ಪೇಸ್ಟ್
469,NERALE JUICE,ನೇರಳೇ ಜ್ಯೂಸ್
470,ON JUICE 200 ML,ಆನ್ ಜ್ಯೂಸ್ 200 ಎಮ್ ಎಲ್
471,JALJEERA JUICE 250 ML,ಜಲಜಿರಾ ಜ್ಯೂಸ್ 250 ಎಮ್ ಎಲ್
472,JALJEERA JUICE 1 LTR,ಜಲಜಿರಾ ಜ್ಯೂಸ್ 1 ಲೀಟರ್
473,BNATURAL 200 ML,ನ್ಯಾಚುರಲ್ 200 ಎಮ್ ಎಲ್
474,BNATURAL 200 ML BRAHMI,ನ್ಯಾಚುರಲ್ 200 ಎಮ್ ಎಲ್ ಬ್ಹ್ರಾಮಿ
475,PREMIUM 1 LTR,ಪ್ರೀಮಿಯಮ್ 1 ಲೀಟರ್
476,GROUNDNUT OIL 15LTR,ಗ್ರೌಂಡ್ನಟ್ ಆಯಿಲ್ 15 ಲೀಟರ್
477,UTTAM PALM OIL 15 LTR,ಉತ್ತಮ್ ಪಾಮ್ ಆಯಿಲ್ 15 ಲೀಟರ್
478,TENDER COCONUT 200 ML,ಟೆಂಡರ್ ಕೋಕನಟ್ ಆಯಿಲ್ 200 ಎಮ್ ಎಲ್
479,SUNGOLD 2 LTR,ಸನ್ ಗೋಲ್ಡ್ 2 ಲೀಟರ್
480,COCONUT OIL 1 LTR,ಕೋಕನಟ್ ಆಯಿಲ್ 1 ಲೀಟರ್
481,COCONUT OIL 100 GM,ಕೋಕನಟ್ ಆಯಿಲ್ 100 ಗ್ರಾಂ'
482,COCONUT OIL 1 kg,ಕೋಬ್ಬರಿ ಎಣ್ಣೆ ಆಯಿಲ್ 1 kg
483,MULTI MILLI NUTRI FLOOUR,ಮಲ್ಟಿ ಮಿಲ್ಲಿ ನ್ಯೂಟ್ರಿ ಫ್ಲೋರ್
484,POSHTIK ROTI MIX,ಪೋಶ್ಟಿಕ್ ರೋಟಿ ಮಿಕ್ಸ್
485,WHEAT NUTRI FLOUR,ವೀಟ್ ನ್ಯೂಟ್ರಿ ಪ್ಲೋರ್
486,Amul cool cafe,Amul cool cafe
487,RICE RICH,ರೈಸ್ ರಿಚ್
488,Amul can,Amul can
489,Amul true,Amul true
490,LITTLE MILLET (NAVANE),ಲಿಟಲ್ ಮಿಲ್ಲೆಟ್ ನವಣೆ
491,FOXTAIL MILLET( SAJJE),ಫಕ್ಸ್ಟೈಲ್ ಮಿಲ್ಲೆಟ್ ಸಜ್ಜೆ
492,HURULI KALU,ಹುರಳಿಕಾಳು
493,NAVANE HITTU 0.5 KG,ನವಣೆ ಹಿಟ್ಟು 0.5 ಕೆಜಿ
494,RICE ARKA 0.5,ರೈಸ್ ಅರ್ಕ 0.5
495,SAAME RICE 0.5 KG,ಸಾಮೆ ರೈಸ್ 0.5 ಕೆಜಿ
496,BARAGU RICE 0.5 KG,ಬರಗು ರೈಸ್ 0.5 ಕೆಜಿ
497,NAVANE RICE 0.5 KG,ನವಣೆ ರೈಸ್ 0.5 ಕೆಜಿ
498,HOODHALU 0.5 KG,ಹೋದಲು 0.5 ಕೆಜಿ
499,SAAME 1 Kg,ಕೊರ್ಲೆ ರೈಸ್ 1 ಕೆಜಿ
500,SAJJE 1 Kg,ಸಜ್ಜೆ ರೈಸ್ 1 ಕೆಜಿ
501,HUDHALU 1 KG,ಹುಡಲು ರೈಸ್ 1ಕೆಜಿ
502,MILLET MORNING HAMBLI 0.5 KG,ಮಿಲ್ಲೆಟ್ ಮೋರ್ನಿಂಗ್ ಅಂಬಳಿ 0.5 ಕೆಜಿ
503,NAVANE HITTU 1 KG,ನವಣೆ ಹಿಟ್ಟು 1 ಕೆಜಿ
504,INST. RAVA IDLI MIX 500 GM,ಇನ್ ರವ ಎಡ್ಲಿ ಮಿಕ್ಸ್ 500 ಗ್ರಾಂ
505,INST PLAIN UPMA MIX 170 GM,ಇನ್ ಪ್ಲೆನ್ ಉಪ್ಮ ಮಿಕ್ಸ್ 170 ಗ್ರಾಂ
506,INST GULAB JAMUN MIX 200 GM,ಎನ್ ಗುಲಾಬ್ ಜಾಮುನ್ ಮಿಕ್ಸ್ 200 ಗ್ರಾಂ
507,INST VERMICELLI PAYASAM MIX 180 GM,ಇನ್ ವರ್ಮಿಸೆಲ್ಲಿ ಪಾಯಸಮ್ ಮಿಕ್ಸ್ 180 ಗ್ರಾಂ
508,INST BADAM DRINK MIX 12 GM,ಇನ್ ಬಾದಮ್ ಡ್ರಿಂಕ್ ಮಿಕ್ಸ್ 12 ಗ್ರಾಂ
509,INST BADAM DRINK MIX 100 GM,ಇನ್ ಬಾದಮ್ ಡ್ರಿಂಕ್ ಮಿಕ್ಸ್ 100 ಗ್ರಾಂ
510,INST BADAM DRINK 200 GM,ಇನ್ ಬಾದಮ್ ಡ್ರಿಂಕ್ 200 ಗ್ರಾಂ
511,RASAGOLLA 120 GM,ರಸಗುಲ್ಲ 120 ಗ್ರಾಂ
512,GULAB JAMUN PORTION PACK 100 GM,ಗುಲಾಬ್ ಜಮುನ್ ಪೋಶನ್ ಪ್ಯಾಕ್ 100 ಗ್ರಾಂ
513,RASMALAI PORTION PACK 100 GM,ರಸಮಲೈ ಪೋಶನ್ ಪ್ಯಾಕ್ 100 ಗ್ರಾಂ
514,BASUNDI PORTION PACK 100 GM,ಬಸುಂಡಿ ಪೋಶನ್ ಪ್ಯಾಕ್ 100 ಗ್ರಾಂ
515,Butter fruits (S)l,ಬೆಣ್ಣೆ ಹಣ್ಣು ಸಣ್ಣ
