"Item Code","Item Name"
1,"Apple Delicious"
2,"Apple Simla"
3,"Apple Economy"
4,"Apple Washington"
5,"Apple Australia"
6,"Apple Newzeland"
7,"Apple Fuji chaina"
8,"Apple hazarath palli"
9,"Apple Green smith"
10,"Apple Golden delicious"
11,"Banana pachabale"
12,"Banana Yellaki"
13,"Banana chandra"
14,"Banana Nendra"
15,"Banana karpura"
16,"Banana Rasabale"
17,"Chicco(Sapota) rapined"
18,"Custerd Apple"
19,"Chicco(Sapota)"
20,"Guava"
21,"Guava Allahabad(Red)"
22,"Grapes Blore blue"
23,"GrapesAnabi shahi"
24,"Grapes Dilkush"
25,"Grapes Sharad"
26,"Grapes Rose"
27,"Grapes Sonika"
28,"Grapes Flame"
29,"Grapes Krishna sharad"
30,"Grapes Crimson"
31,"Grapes T.S."
32,"Grapes Red globe"
33,"Grapes Dry 250gm"
34,"Grapes Dry 100gm"
35,"Jack fruit"
36,"Indian Black globe Grapes"
37,"Papaya red indian"
38,"Mango"
39,"Mango Badami"
40,"Mango Alphans"
41,"Mango Raspuri"
42,"Mango Sendura"
43,"Mango Bygan palli"
44,"Mango malagova"
45,"Mango mallika"
46,"Mango thotapuri"
47,"Mango kalapadu"
48,"Mango Neelam"
49,"Mango Dasheri"
50,"Mango Langada"
51,"Mango Kesar"
52,"Mango Amarpalli"
53,"Mango rathnagiri(red)"
54,"Mango Alphans box"
55,"Mango sakkaregutti"
56,"Orange"
57,"Orange Nagpura"
58,"Orange Ooty"
59,"Orange Australia"
60,"Orange malt"
61,"Orange South Africa"
62,"Pomegranate"
63,"Pomegranate Bhagav"
64,"Pomegranate A.raktha"
65,"Pomegranate Ganesh"
66,"Papaya nati"
67,"Papaya Taiwan"
68,"Papaya Red lady"
69,"Papaya sola"
70,"Pineapple"
71,"Plum Ooty"
72,"Plum Australia"
73,"Peaches"
74,"Pomello/Chakotha"
75,"Rose apple"
76,"Rampal"
77,"Tamarind sweet 500gm"
78,"Watermellon"
79,"Watermellon kiran"
80,"S.mellon namdhari"
81,"Mosambi"
82,"Mosambi polo"
83,"S.mellon namdhari (Red)"
84,"S.mellon Local (Luck)"
85,"Bore fruit"
86,"Butter fruit"
87,"Anjura/Fig"
88,"Peas seeds"
89,"Bread fruit"
90,"Apple Chilli"
91,"Indian red globe"
92,"Washington red apple"
93,"Apple Premium"
94,"Malenian apple"
95,"Nagapur Orange Economy"
96,"South Af.red berry"
97,"Jumbu juice"
98,"Brahmi amla juice"
99,"Pomegranate Juice"
100,"N.Juice 200 ml"
101,"Amla"
102,"Beans"
103,"Beans Nati"
104,"Beans Ring"
105,"Beans Fruit"
106,"Beans cleaned"
107,"Brinjal long"
108,"Brinjal (W)"
109,"Brinjal (R)"
110,"Brinjal Bottle"
111,"Brinjal Mlore"
112,"Beet Root"
113,"Yam/S.Root"
114,"Bitter Gourd"
115,"Bottle Gourd"
116,"Chow-Chow"
117,"Cucumber"
118,"Cucumber Nati"
119,"Cucumber Israle"
120,"Cucumber Ooty"
121,"Mangalore cucumber"
122,"Cluster Bean Local"
123,"Capsicum"
124,"Capsicum 1"
125,"Capsicum Red/Yellow"
126,"Chillies Green"
127,"Chillies Bajji"
128,"Chillies Cleaned"
129,"Chillies small (C.B.P)"
130,"Carrot ooty"
131,"Carrot Delhi"
132,"Carrot Nati"
133,"Cowpea Local"
134,"Cowpea Long"
135,"Coconut (B)"
136,"Coconut (M)"
137,"Coconut (S)"
138,"Coconut (OS)"
139,"Cabbage"
140,"Cabbage Red"
141,"Cabbage chaina"
142,"Cauliflower(B)"
143,"Cauliflower(M)"
144,"Cauliflower(S)"
145,"Cauliflower per Kg"
146,"Cherry Tomoto"
147,"Drumstik"
148,"Double Beans seeds"
149,"Double Beans"
150,"Ground nut Local"
151,"Ground nut Hybrid"
152,"Ginger"
153,"Ginger New"
154,"Ginger ooty"
155,"Herali kai"
156,"Ladys finger"
157,"Little gourd"
158,"Lime Local"
159,"Lime Bijapur"
160,"Mushroom Button"
161,"Mushroom Milky"
162,"Mushroom Oyster"
163,"Onion medium"
164,"Onion Big"
165,"Onion small(Economy)"
166,"Onion samber"
167,"Peas local"
168,"Peas Delhi"
169,"Peas Dharwad"
170,"Peas Ooty"
171,"Pumpkin Ash"
172,"Pumpkin Red"
173,"Pumpkin Japan"
174,"Potato(M)"
175,"Potato(B)"
176,"Potato(S)"
177,"Potato Baby"
178,"Sweet Potato(Genasu)"
179,"Raddish"
180,"Raddish Red"
181,"Sponge Gourd"
182,"Snake Gourd"
183,"Snake Gourd(S)"
184,"Sham gadde"
185,"Spring Onion"
186,"Spring Onion(Cleaned)"
187,"Sweet corn"
188,"Sweet corn cleaned"
189,"Sweet corn seeds spok"
190,"Tomoto"
191,"Thogari kai"
192,"Mango Raw Amblet"
193,"Mango Raw"
194,"Jukani"
195,"Banana cooking R.Banana"
196,"Avarekai (Field Beans )"
197,"Avarebele (F. Beans spok)"
198,"Avare seed (FB seeds)"
199,"Brucoli"
200,"Kakadi"
201,"Corriander Leave"
202,"Curry leave"
203,"Dhantu greens"
204,"Mint Leaves"
205,"Menthya Greens"
206,"Palak Greens"
207,"Parvala"
208,"Greens Sabbakki"
209,"Molake kalu"
210,"Hesaru kalu"
211,"Batani kalu"
212,"BaleDindu (Banana stem)"
213,"Basale Greens"
214,"Kashini greens"
215,"Garlic"
216,"Garlic cleaned"
217,"Chikadi kai"
218,"knol-khol"
219,"Arive greens"
220,"Eggs"
221,"Chakota greens"
222,"Onion pack"
223,"Potato pack"
224,"Chilakarive green"
225,"Chillies Bajji yagani"
226,"Baby corn"
227,"Baby corn cleaned"
228,"Berry Southafrica"
229,"Berry Golden"
230,"Berry ball"
231,"Berry Green"
232,"Berry fruit Ooty"
233,"Berry Soft"
234,"Berry Delhi"
235,"Ber fruit/Bore fruit"
236,"Cherry fruit"
237,"Cherry kashmir"
238,"Cashew nut"
239,"Dates"
240,"Dry dates"
241,"Dates seedless"
242,"Dry apricot"
243,"Badami"
244,"Dry fruit mixed"
245,"Jambo fruit(Nerale)"
246,"Komark fruit"
247,"Kiwi fruit"
248,"Litchi Local"
249,"Litchi Taiwan/chaina"
250,"Straw Berry"
251,"Tender Coconut"
252,"Tender Coconut(M)"
253,"Tamrind Chatisghar"
254,"Tamarind seedless"
255,"Thinda"
256,"Dates Arebian"
257,"Pista"
258,"Tender Coconut(S)"
259,"Tender Coco packed"
260,"Fruit Juice Tailand"
261,"G.oil Net rich 500 ml"
262,"Ground nut oil 1 lt"
263,"G.nut oil Premium1 lt"
264,"G.nut oil Rice Bron 1 lt"
265,"G. nut oil Rice 1 lt"
266,"G. nut oil safal deep1 lt"
267,"G. nut Golden oil 1 lt"
268,"G. nut sungold 1 lt"
269,"Rice Bran 15 lt Tin"
270,"Pickles"
271,"Lime Pickles"
272,"mango Pickles"
273,"Pickles mixed veg"
274,"Tamarind Paste 150 gm"
275,"Rice Bran 5 lt"
276,"Sungold oil 5 lt"
277,"Ground nut oil 5 lt"
278,"Safal deep 500 ml"
279,"Tamarind Paste 450 gm"
280,"Sun safal Tin 15 lt"
281,"Sungold oil 5 lt packet"
282,"Pepper"
283,"Stevia powder"
284,"Coconut oil 500 ml"
285,"Jam 1 kg"
286,"Jam 1/2 kg"
287,"Jam 200 gm"
288,"Jam 100 gm"
289,"Fanda"
290,"Chocolates Drink box"
291,"Copra"
292,"Honney 1/2"
293,"Honney 1 Kg"
294,"Honney 200 gm"
295,"Honney 100 gm"
296,"Gulkan 1 kg"
297,"Gulkan 1/2 kg"
298,"Gulkan 1/4 kg"
299,"Cluster Beans Bunches"
300,"Cucumber white"
301,"Kashini (Ganike) Greens"
302,"Sweet corn seeds"
303,"Bale hoovu(B.flower)"
304,"Letteus Greens"
305,"Onion flowers"
306,"Chain Berry"
307,"Y.Bananan T.N."
308,"Maize"
309,"Byladha Hannu"
310,"Net rich 5 lt oil"
311,"Mineral water 1 lt"
312,"Chikkadikai Round"
313,"Indian kinora apple"
314,"South Africa Gala apple"
315,"Selari"
316,"Leeks"
317,"Parsley"
318,"Litchi Juice"
319,"Apple juice"
320,"Pineapple juice"
321,"Thiland Juice"
322,"Thiland Jelly"
323,"Orange juice"
324,"Chikkadikai cleaned"
325,"Grapesh Tash ganesh"
326,"Times Rose berry"
327,"Washington gala apple"
328,"Chilles small cleaned (C.B.P)"
369,"Apple Chaina Delicious"
394,"Rumenia Mango"
